会社名,書類名,docID,証券コード,ＥＤＩＮＥＴコード,決算期,提出日,提出者業種
日本電波工業株式会社,有価証券報告書－第83期(2023/04/01－2024/03/31),S100TSXK,67790,E01807,2024-03-31,2024-06-26,電気機器
株式会社インターネットインフィニティー,有価証券報告書－第20期(2023/04/01－2024/03/31),S100TRF5,65450,E33005,2024-03-31,2024-06-26,サービス業
株式会社アイリッジ,有価証券報告書－第16期(2023/04/01－2024/03/31),S100TTI8,39170,E31626,2024-03-31,2024-06-26,情報・通信業
スルガ銀行株式会社,有価証券報告書－第213期(2023/04/01－2024/03/31),S100TRES,83580,E03571,2024-03-31,2024-06-26,銀行業
株式会社アトム,有価証券報告書－第53期(2023/04/01－2024/03/31),S100TR1Y,74120,E03231,2024-03-31,2024-06-26,小売業
株式会社ユー・エス・エス,有価証券報告書－第44期(2023/04/01－2024/03/31),S100TUHI,47320,E05045,2024-03-31,2024-06-26,サービス業
株式会社きんでん,有価証券報告書－第110期(2023/04/01－2024/03/31),S100TSST,19440,E00075,2024-03-31,2024-06-26,建設業
いすゞ自動車株式会社,有価証券報告書－第122期(2023/04/01－2024/03/31),S100TUA9,72020,E02143,2024-03-31,2024-06-26,輸送用機器
理研計器株式会社,有価証券報告書－第118期(2023/04/01－2024/03/31),S100TSDJ,77340,E02285,2024-03-31,2024-06-26,精密機器
株式会社Ｗｉｌｌ　Ｓｍａｒｔ,有価証券報告書－第12期(2023/04/01－2024/03/31),S100TULK,175A0,E39487,2024-03-31,2024-06-26,情報・通信業
株式会社ジャムコ,有価証券報告書－第84期(2023/04/01－2024/03/31),S100TSDV,74080,E02254,2024-03-31,2024-06-26,輸送用機器
株式会社ケアサービス,有価証券報告書－第33期(2023/04/01－2024/03/31),S100TT50,24250,E05440,2024-03-31,2024-06-26,サービス業
アサガミ株式会社,有価証券報告書－第102期(2023/04/01－2024/03/31),S100TRWR,93110,E04323,2024-03-31,2024-06-26,倉庫・運輸関連
アルプスアルパイン株式会社,有価証券報告書－第91期(2023/04/01－2024/03/31),S100TU0N,67700,E01793,2024-03-31,2024-06-26,電気機器
ＴＩＳ株式会社,有価証券報告書－第16期(2023/04/01－2024/03/31),S100TU5W,36260,E05739,2024-03-31,2024-06-26,情報・通信業
株式会社三洋堂ホールディングス,有価証券報告書－第47期(2023/04/01－2024/03/31),S100TTD2,30580,E03487,2024-03-31,2024-06-26,小売業
山陽特殊製鋼株式会社,有価証券報告書－第112期(2023/04/01－2024/03/31),S100TQH1,54810,E01243,2024-03-31,2024-06-26,鉄鋼
株式会社シグマクシス・ホールディングス,有価証券報告書－第16期(2023/04/01－2024/03/31),S100TTW9,60880,E30130,2024-03-31,2024-06-26,サービス業
内外テック株式会社,有価証券報告書－第63期(2023/04/01－2024/03/31),S100TU7X,33740,E02986,2024-03-31,2024-06-26,卸売業
東急建設株式会社,有価証券報告書－第21期(2023/04/01－2024/03/31),S100TUHH,17200,E00316,2024-03-31,2024-06-26,建設業
株式会社大谷工業,有価証券報告書－第85期(2023/04/01－2024/03/31),S100TUEM,59390,E01425,2024-03-31,2024-06-26,金属製品
株式会社タカギセイコー,有価証券報告書－第65期(2023/04/01－2024/03/31),S100TTHK,42420,E00871,2024-03-31,2024-06-26,化学
ＦＤＫ株式会社,有価証券報告書－第95期(2023/04/01－2024/03/31),S100TU2P,69550,E01896,2024-03-31,2024-06-26,電気機器
ＮＳユナイテッド海運株式会社,有価証券報告書－第98期(2023/04/01－2024/03/31),S100TPU4,91100,E04239,2024-03-31,2024-06-26,海運業
株式会社ＴＯＫＡＩホールディングス,有価証券報告書－第13期(2023/04/01－2024/03/31),S100TT5R,31670,E25165,2024-03-31,2024-06-26,卸売業
シナネンホールディングス株式会社,有価証券報告書－第90期(2023/04/01－2024/03/31),S100TTBB,81320,E01075,2024-03-31,2024-06-26,卸売業
株式会社ランシステム,有価証券報告書－第36期(2023/04/01－2024/03/31),S100TUG2,33260,E03434,2024-03-31,2024-06-26,小売業
京極運輸商事株式会社,有価証券報告書－第84期(2023/04/01－2024/03/31),S100TQF5,90730,E04197,2024-03-31,2024-06-26,陸運業
株式会社　トプコン,有価証券報告書－第131期(2023/04/01－2024/03/31),S100TM14,77320,E02299,2024-03-31,2024-06-26,精密機器
住友大阪セメント株式会社,有価証券報告書－第161期(2023/04/01－2024/03/31),S100TR7A,52320,E01127,2024-03-31,2024-06-26,ガラス・土石製品
信和株式会社,有価証券報告書－第10期(2023/04/01－2024/03/31),S100TSWL,34470,E33834,2024-03-31,2024-06-26,金属製品
東部ネットワーク株式会社,有価証券報告書－第111期(2023/04/01－2024/03/31),S100TSBZ,90360,E04221,2024-03-31,2024-06-26,陸運業
安田倉庫株式会社,有価証券報告書－第156期(2023/04/01－2024/03/31),S100TTXC,93240,E04290,2024-03-31,2024-06-26,倉庫・運輸関連
ポラリス・ホールディングス株式会社,有価証券報告書－第150期(2023/04/01－2024/03/31),S100TT6L,30100,E00521,2024-03-31,2024-06-26,サービス業
トレックス・セミコンダクター株式会社,有価証券報告書－第29期(2023/04/01－2024/03/31),S100TOTD,66160,E30479,2024-03-31,2024-06-26,電気機器
表示灯株式会社,有価証券報告書－第58期(2023/04/01－2024/03/31),S100TU9Q,73680,E36464,2024-03-31,2024-06-26,サービス業
株式会社日本トリム,有価証券報告書－第42期(2023/04/01－2024/03/31),S100TTWI,67880,E02333,2024-03-31,2024-06-26,電気機器
サークレイス株式会社,有価証券報告書－第12期(2023/04/01－2024/03/31),S100TTG9,50290,E37603,2024-03-31,2024-06-26,情報・通信業
タカノ株式会社,有価証券報告書－第71期(2023/04/01－2024/03/31),S100TRH7,78850,E02435,2024-03-31,2024-06-26,その他製品
株式会社要興業,有価証券報告書－第52期(2023/04/01－2024/03/31),S100TNOA,65660,E33633,2024-03-31,2024-06-26,サービス業
キャリアリンク株式会社,有価証券報告書－第28期(2023/04/01－2024/03/31),S100TSGN,60700,E26839,2024-03-31,2024-06-26,サービス業
新田ゼラチン株式会社,有価証券報告書－第85期(2023/04/01－2024/03/31),S100TSZQ,49770,E26061,2024-03-31,2024-06-26,化学
菊水ホールディングス株式会社,有価証券報告書－第73期(2023/04/01－2024/03/31),S100TTIK,69120,E02004,2024-03-31,2024-06-26,電気機器
トモニホールディングス株式会社,有価証券報告書－第14期(2023/04/01－2024/03/31),S100TPT9,86000,E23820,2024-03-31,2024-06-26,銀行業
アイサンテクノロジー株式会社,有価証券報告書－第54期(2023/04/01－2024/03/31),S100TO3D,46670,E04980,2024-03-31,2024-06-26,情報・通信業
はごろもフーズ株式会社,有価証券報告書－第95期(2023/04/01－2024/03/31),S100TRXD,28310,E00508,2024-03-31,2024-06-26,食料品
高田機工株式会社,有価証券報告書－第95期(2023/04/01－2024/03/31),S100TT3K,59230,E01373,2024-03-31,2024-06-26,金属製品
株式会社東邦銀行,有価証券報告書－第121期(2023/04/01－2024/03/31),S100TU1D,83460,E03550,2024-03-31,2024-06-26,銀行業
中部国際空港株式会社,有価証券報告書－第26期(2023/04/01－2024/03/31),S100TCMF,,E04362,2024-03-31,2024-06-26,倉庫・運輸関連
サクサホールディングス株式会社,有価証券報告書－第21期(2023/04/01－2024/03/31),S100TSFA,66750,E01874,2024-03-31,2024-06-26,電気機器
株式会社ＯＤＫソリューションズ,有価証券報告書－第61期(2023/04/01－2024/03/31),S100TRW0,38390,E05679,2024-03-31,2024-06-26,情報・通信業
エレマテック株式会社,有価証券報告書－第78期(2023/04/01－2024/03/31),S100TUNG,27150,E02941,2024-03-31,2024-06-26,卸売業
Ｍｉｐｏｘ株式会社,有価証券報告書－第94期(2023/04/01－2024/03/31),S100TUMP,53810,E01218,2024-03-31,2024-06-26,ガラス・土石製品
Ｋｕｄａｎ株式会社,有価証券報告書－第10期(2023/04/01－2024/03/31),S100TKFR,44250,E34507,2024-03-31,2024-06-26,情報・通信業
住友電気工業株式会社,有価証券報告書－第154期(2023/04/01－2024/03/31),S100TSD0,58020,E01333,2024-03-31,2024-06-26,非鉄金属
ＳＰＫ株式会社,有価証券報告書－第153期(2023/04/01－2024/03/31),S100TSBB,74660,E02827,2024-03-31,2024-06-26,卸売業
スターツコーポレーション株式会社,有価証券報告書－第52期(2023/04/01－2024/03/31),S100TUOW,88500,E03945,2024-03-31,2024-06-26,不動産業
株式会社グルメ杵屋,有価証券報告書－第58期(2023/04/01－2024/03/31),S100TUGD,98500,E03145,2024-03-31,2024-06-26,小売業
株式会社サイトリ細胞研究所,有価証券報告書－第20期(2023/04/01－2024/03/31),S100TUF6,37500,E05443,2024-03-31,2024-06-26,情報・通信業
株式会社イクヨ,有価証券報告書－第85期(2023/04/01－2024/03/31),S100TUGF,72730,E02226,2024-03-31,2024-06-26,輸送用機器
川崎重工業株式会社,有価証券報告書－第201期(2023/04/01－2024/03/31),S100TOSU,70120,E02127,2024-03-31,2024-06-26,輸送用機器
サン電子株式会社,有価証券報告書－第53期(2023/04/01－2024/03/31),S100TTTJ,67360,E02070,2024-03-31,2024-06-26,電気機器
株式会社菱友システムズ,有価証券報告書－第56期(2023/04/01－2024/03/31),S100TT2P,46850,E04995,2024-03-31,2024-06-26,情報・通信業
住友金属鉱山株式会社,有価証券報告書－第99期(2023/04/01－2024/03/31),S100TUQA,57130,E00023,2024-03-31,2024-06-26,非鉄金属
株式会社宮入バルブ製作所,有価証券報告書－第79期(2023/04/01－2024/03/31),S100TUHG,64950,E01624,2024-03-31,2024-06-26,機械
ジャパンマテリアル株式会社,有価証券報告書－第27期(2023/04/01－2024/03/31),S100TUMT,60550,E26124,2024-03-31,2024-06-26,サービス業
株式会社ウェッズ,有価証券報告書－第59期(2023/04/01－2024/03/31),S100TUPB,75510,E02870,2024-03-31,2024-06-26,卸売業
北越工業株式会社,有価証券報告書－第93期(2023/04/01－2024/03/31),S100TURK,63640,E01663,2024-03-31,2024-06-26,機械
株式会社Ａ＆Ｄホロンホールディングス,有価証券報告書－第47期(2023/04/01－2024/03/31),S100TTWW,77450,E02344,2024-03-31,2024-06-26,精密機器
クニミネ工業株式会社,有価証券報告書－第90期(2023/04/01－2024/03/31),S100TT99,53880,E01195,2024-03-31,2024-06-26,ガラス・土石製品
セガサミーホールディングス株式会社,有価証券報告書－第20期(2023/04/01－2024/03/31),S100TT89,64600,E02475,2024-03-31,2024-06-26,機械
株式会社ミクニ,有価証券報告書－第102期(2023/04/01－2024/03/31),S100TTMN,72470,E02172,2024-03-31,2024-06-26,輸送用機器
三菱マテリアル株式会社,有価証券報告書－第99期(2023/04/01－2024/03/31),S100TRRS,57110,E00021,2024-03-31,2024-06-26,非鉄金属
エクシオグループ株式会社,有価証券報告書－第70期(2023/04/01－2024/03/31),S100TSJ4,19510,E00094,2024-03-31,2024-06-26,建設業
株式会社アクセスグループ・ホールディングス,有価証券報告書－第35期(2023/04/01－2024/03/31),S100TU7C,70420,E34379,2024-03-31,2024-06-26,サービス業
ＰＨＣホールディングス株式会社,有価証券報告書－第11期(2023/04/01－2024/03/31),S100TU2J,65230,E36976,2024-03-31,2024-06-26,電気機器
株式会社ジャストシステム,有価証券報告書－第43期(2023/04/01－2024/03/31),S100TSBQ,46860,E04996,2024-03-31,2024-06-26,情報・通信業
株式会社ひろぎんホールディングス,有価証券報告書－第4期(2023/04/01－2024/03/31),S100TTIG,73370,E35810,2024-03-31,2024-06-26,銀行業
東京ボード工業株式会社,有価証券報告書－第79期(2023/04/01－2024/03/31),S100TSUW,78150,E31123,2024-03-31,2024-06-26,その他製品
株式会社レアジョブ,有価証券報告書－第17期(2023/04/01－2024/03/31),S100TT7A,60960,E30682,2024-03-31,2024-06-26,サービス業
株式会社ヴィス,有価証券報告書－第26期(2023/04/01－2024/03/31),S100TNEZ,50710,E34454,2024-03-31,2024-06-26,サービス業
武田薬品工業株式会社,有価証券報告書－第147期(2023/04/01－2024/03/31),S100TNTP,45020,E00919,2024-03-31,2024-06-26,医薬品
日本電子株式会社,有価証券報告書－第77期(2023/04/01－2024/03/31),S100TSO8,69510,E01905,2024-03-31,2024-06-26,電気機器
エンシュウ株式会社,有価証券報告書－第156期(2023/04/01－2024/03/31),S100TTAV,62180,E01521,2024-03-31,2024-06-26,機械
株式会社ＳＲＡホールディングス,有価証券報告書－第34期(2023/04/01－2024/03/31),S100TS9D,38170,E05640,2024-03-31,2024-06-26,情報・通信業
日邦産業株式会社,有価証券報告書－第73期(2023/04/01－2024/03/31),S100TSX6,99130,E02752,2024-03-31,2024-06-26,卸売業
天馬株式会社,有価証券報告書－第76期(2023/04/01－2024/03/31),S100TUQM,79580,E00857,2024-03-31,2024-06-26,化学
日本食品化工株式会社,有価証券報告書－第103期(2023/04/01－2024/03/31),S100TRW4,28920,E00442,2024-03-31,2024-06-26,食料品
エア・ウォーター株式会社,有価証券報告書－第24期(2023/04/01－2024/03/31),S100TT7O,40880,E00792,2024-03-31,2024-06-26,化学
株式会社千葉興業銀行,有価証券報告書－第102期(2023/04/01－2024/03/31),S100TQQ4,83370,E03557,2024-03-31,2024-06-26,銀行業
株式会社筑波銀行,有価証券報告書－第100期(2023/04/01－2024/03/31),S100TSHP,83380,E03552,2024-03-31,2024-06-26,銀行業
ミガロホールディングス株式会社,有価証券報告書－第1期(2023/04/01－2024/03/31),S100TSS6,55350,E38760,2024-03-31,2024-06-26,不動産業
バーチャレクス・ホールディングス株式会社,有価証券報告書－第26期(2023/04/01－2024/03/31),S100TTW5,61930,E32203,2024-03-31,2024-06-26,サービス業
株式会社ＳＴＧ,有価証券報告書－第42期(2023/04/01－2024/03/31),S100TTQP,58580,E36844,2024-03-31,2024-06-26,非鉄金属
加賀電子株式会社,有価証券報告書－第56期(2023/04/01－2024/03/31),S100TTA5,81540,E02676,2024-03-31,2024-06-26,卸売業
株式会社ＮＦＫホールディングス,有価証券報告書－第82期(2023/04/01－2024/03/31),S100TUO4,64940,E01648,2024-03-31,2024-06-26,機械
株式会社共立メンテナンス,有価証券報告書－第45期(2023/04/01－2024/03/31),S100TTWT,96160,E04908,2024-03-31,2024-06-26,サービス業
株式会社ニッスイ,有価証券報告書－第109期(2023/04/01－2024/03/31),S100TQLS,13320,E00014,2024-03-31,2024-06-26,水産・農林業
東洋建設株式会社,有価証券報告書－第104期(2023/04/01－2024/03/31),S100TUQZ,18900,E00082,2024-03-31,2024-06-26,建設業
ヤマウホールディングス株式会社,有価証券報告書－第67期(2023/04/01－2024/03/31),S100TUG5,52840,E01211,2024-03-31,2024-06-26,ガラス・土石製品
株式会社アサックス,有価証券報告書－第55期(2023/04/01－2024/03/31),S100TU0H,87720,E03746,2024-03-31,2024-06-26,その他金融業
株式会社あかつき本社,有価証券報告書－第74期(2023/04/01－2024/03/31),S100TUIX,87370,E03733,2024-03-31,2024-06-26,証券、商品先物取引業
ローム株式会社,有価証券報告書－第66期(2023/04/01－2024/03/31),S100TS31,69630,E01953,2024-03-31,2024-06-26,電気機器
株式会社横河ブリッジホールディングス,有価証券報告書－第160期(2023/04/01－2024/03/31),S100TSZB,59110,E01355,2024-03-31,2024-06-26,金属製品
日本インシュレーション株式会社,有価証券報告書－第79期(2023/04/01－2024/03/31),S100TTZ8,53680,E35497,2024-03-31,2024-06-26,ガラス・土石製品
イチカワ株式会社,有価証券報告書－第100期(2023/04/01－2024/03/31),S100TU33,35130,E00572,2024-03-31,2024-06-26,繊維製品
株式会社千葉銀行,有価証券報告書－第118期(2023/04/01－2024/03/31),S100TS7L,83310,E03556,2024-03-31,2024-06-26,銀行業
丸尾カルシウム株式会社,有価証券報告書－第76期(2023/04/01－2024/03/31),S100TUJ4,41020,E00791,2024-03-31,2024-06-26,化学
株式会社焼肉坂井ホールディングス,有価証券報告書－第65期(2023/04/01－2024/03/31),S100TTBS,26940,E03374,2024-03-31,2024-06-26,小売業
株式会社ｊｉｇ．ｊｐ,有価証券報告書－第21期(2023/04/01－2024/03/31),S100TRGB,52440,E38201,2024-03-31,2024-06-26,情報・通信業
レック株式会社,有価証券報告書－第42期(2023/04/01－2024/03/31),S100TU4G,78740,E02444,2024-03-31,2024-06-26,化学
株式会社帝国ホテル,有価証券報告書－第183期(2023/04/01－2024/03/31),S100TU84,97080,E04539,2024-03-31,2024-06-26,サービス業
株式会社ピーバンドットコム,有価証券報告書－第22期(2023/04/01－2024/03/31),S100TULB,35590,E33016,2024-03-31,2024-06-26,卸売業
ＳＭＮ株式会社,有価証券報告書－第27期(2023/04/01－2024/03/31),S100TMVP,61850,E31958,2024-03-31,2024-06-26,サービス業
日本化薬株式会社,有価証券報告書－第167期(2023/04/01－2024/03/31),S100TTFJ,42720,E00836,2024-03-31,2024-06-26,化学
株式会社フコク,有価証券報告書－第71期(2023/04/01－2024/03/31),S100TTPS,51850,E01113,2024-03-31,2024-06-26,ゴム製品
パンチ工業株式会社,有価証券報告書－第50期(2023/04/01－2024/03/31),S100TUBU,61650,E27063,2024-03-31,2024-06-26,機械
株式会社ドリコム,有価証券報告書－第23期(2023/04/01－2024/03/31),S100TUXL,37930,E05552,2024-03-31,2024-06-26,情報・通信業
ＮＯＫ株式会社,有価証券報告書－第118期(2023/04/01－2024/03/31),S100TT4F,72400,E02176,2024-03-31,2024-06-26,輸送用機器
サンフロンティア不動産株式会社,有価証券報告書－第25期(2023/04/01－2024/03/31),S100TUVQ,89340,E04031,2024-03-31,2024-06-26,不動産業
石油資源開発株式会社,有価証券報告書－第54期(2023/04/01－2024/03/31),S100TTDA,16620,E00041,2024-03-31,2024-06-26,鉱業
アシードホールディングス株式会社,有価証券報告書－第52期(2023/04/01－2024/03/31),S100TUWG,99590,E03208,2024-03-31,2024-06-26,小売業
昭和ホールディングス株式会社,有価証券報告書－第123期(2023/04/01－2024/03/31),S100TU92,51030,E01088,2024-03-31,2024-06-26,ゴム製品
株式会社エックスネット,有価証券報告書－第33期(2023/04/01－2024/03/31),S100TUQ3,47620,E05091,2024-03-31,2024-06-26,情報・通信業
株式会社ショーエイコーポレーション,有価証券報告書－第57期(2023/04/01－2024/03/31),S100TUK4,93850,E21815,2024-03-31,2024-06-26,化学
株式会社　極楽湯ホールディングス,有価証券報告書－第45期(2023/04/01－2024/03/31),S100TSUR,23400,E04727,2024-03-31,2024-06-26,サービス業
株式会社モスフードサービス,有価証券報告書－第52期(2023/04/01－2024/03/31),S100TSH4,81530,E02675,2024-03-31,2024-06-27,卸売業
麻生フオームクリート株式会社,有価証券報告書－第63期(2023/04/01－2024/03/31),S100TVAA,17300,E00308,2024-03-31,2024-06-27,建設業
株式会社大本組,有価証券報告書－第87期(2023/04/01－2024/03/31),S100TU8K,17930,E00255,2024-03-31,2024-06-27,建設業
日本通信株式会社,有価証券報告書－第28期(2023/04/01－2024/03/31),S100TU71,94240,E04473,2024-03-31,2024-06-27,情報・通信業
阪神高速道路株式会社,有価証券報告書－第19期(2023/04/01－2024/03/31),S100TRSF,,E04372,2024-03-31,2024-06-27,倉庫・運輸関連
株式会社栗本鐵工所,有価証券報告書－第128期(2023/04/01－2024/03/31),S100TOEM,56020,E01268,2024-03-31,2024-06-27,鉄鋼
モリ工業株式会社,有価証券報告書－第82期(2023/04/01－2024/03/31),S100TUC9,54640,E01315,2024-03-31,2024-06-27,鉄鋼
ヒビノ株式会社,有価証券報告書－第61期(2023/04/01－2024/03/31),S100TVMD,24690,E05550,2024-03-31,2024-06-27,サービス業
サンユー建設株式会社,有価証券報告書－第75期(2023/04/01－2024/03/31),S100TU6D,18410,E00101,2024-03-31,2024-06-27,建設業
福井鉄道株式会社,有価証券報告書－第109期(2023/04/01－2024/03/31),S100TNDV,,E04127,2024-03-31,2024-06-27,陸運業
株式会社リログループ,有価証券報告書－第57期(2023/04/01－2024/03/31),S100TUY8,88760,E05047,2024-03-31,2024-06-27,サービス業
株式会社　水戸カンツリー倶楽部,有価証券報告書－第72期(2023/04/01－2024/03/31),S100TVGK,,E04631,2024-03-31,2024-06-27,サービス業
株式会社　鳥取銀行,有価証券報告書－第160期(2023/04/01－2024/03/31),S100TRAD,83830,E03582,2024-03-31,2024-06-27,銀行業
高周波熱錬株式会社,有価証券報告書－第113期(2023/04/01－2024/03/31),S100TV2Z,59760,E01400,2024-03-31,2024-06-27,金属製品
株式会社マースグループホールディングス,有価証券報告書－第50期(2023/04/01－2024/03/31),S100TSMT,64190,E02424,2024-03-31,2024-06-27,機械
カンダホールディングス株式会社,有価証券報告書－第111期(2023/04/01－2024/03/31),S100TV9U,90590,E04194,2024-03-31,2024-06-27,陸運業
エレコム株式会社,有価証券報告書－第39期(2023/04/01－2024/03/31),S100TUOF,67500,E02066,2024-03-31,2024-06-27,電気機器
イフジ産業株式会社,有価証券報告書－第52期(2023/04/01－2024/03/31),S100TM28,29240,E00511,2024-03-31,2024-06-27,食料品
中国工業株式会社,有価証券報告書－第74期(2023/04/01－2024/03/31),S100TVMH,59740,E01366,2024-03-31,2024-06-27,金属製品
新潟交通株式会社,有価証券報告書－第111期(2023/04/01－2024/03/31),S100TU7L,90170,E04155,2024-03-31,2024-06-27,陸運業
第一交通産業株式会社,有価証券報告書－第60期(2023/04/01－2024/03/31),S100TJO1,90350,E04222,2024-03-31,2024-06-27,陸運業
仙波糖化工業株式会社,有価証券報告書－第77期(2023/04/01－2024/03/31),S100TV3D,29160,E00494,2024-03-31,2024-06-27,食料品
ゴールドウイン開発株式会社,有価証券報告書－第36期(2023/04/01－2024/03/31),S100TQ9T,,E04742,2024-03-31,2024-06-27,サービス業
株式会社バイタルケーエスケー・ホールディングス,有価証券報告書－第15期(2023/04/01－2024/03/31),S100TV6K,31510,E22440,2024-03-31,2024-06-27,卸売業
日本パレットプール株式会社,有価証券報告書－第52期(2023/04/01－2024/03/31),S100TNP1,46900,E05001,2024-03-31,2024-06-27,サービス業
株式会社ファルテック,有価証券報告書－第20期(2023/04/01－2024/03/31),S100TT0Z,72150,E02246,2024-03-31,2024-06-27,輸送用機器
四国電力株式会社,有価証券報告書－第100期(2023/04/01－2024/03/31),S100TSET,95070,E04505,2024-03-31,2024-06-27,電気・ガス業
株式会社松屋フーズホールディングス,有価証券報告書－第49期(2023/04/01－2024/03/31),S100TURB,98870,E03164,2024-03-31,2024-06-27,小売業
株式会社丸運,有価証券報告書－第122期(2023/04/01－2024/03/31),S100TSZP,90670,E04182,2024-03-31,2024-06-27,陸運業
株式会社翻訳センター,有価証券報告書－第38期(2023/04/01－2024/03/31),S100TVMV,24830,E05579,2024-03-31,2024-06-27,サービス業
中越パルプ工業株式会社,有価証券報告書－第108期(2023/04/01－2024/03/31),S100TVLW,38770,E00649,2024-03-31,2024-06-27,パルプ・紙
日電工業株式会社,有価証券報告書－第77期(2023/04/01－2024/03/31),S100TTH8,,E01918,2024-03-31,2024-06-27,電気機器
株式会社帝国電機製作所,有価証券報告書－第120期(2023/04/01－2024/03/31),S100TU8A,63330,E01761,2024-03-31,2024-06-27,機械
名糖産業株式会社,有価証券報告書－第82期(2023/04/01－2024/03/31),S100TTHS,22070,E00376,2024-03-31,2024-06-27,食料品
株式会社ＬＴＴバイオファーマ,有価証券報告書－第22期(2023/04/01－2024/03/31),S100TQZ5,,E00982,2024-03-31,2024-06-27,医薬品
上新電機株式会社,有価証券報告書－第76期(2023/04/01－2024/03/31),S100TUBN,81730,E03052,2024-03-31,2024-06-27,小売業
児玉化学工業株式会社,有価証券報告書－第97期(2023/04/01－2024/03/31),S100TVCU,42220,E00839,2024-03-31,2024-06-27,化学
株式会社立花エレテック,有価証券報告書－第95期(2023/04/01－2024/03/31),S100TVEV,81590,E02678,2024-03-31,2024-06-27,卸売業
日本精化株式会社,有価証券報告書－第156期(2023/04/01－2024/03/31),S100TPI6,43620,E00852,2024-03-31,2024-06-27,化学
株式会社小倉カンツリー倶楽部,有価証券報告書－第65期(2023/04/01－2024/03/31),S100TUGZ,,E04650,2024-03-31,2024-06-27,サービス業
株式会社ＪＣＵ,有価証券報告書－第64期(2023/04/01－2024/03/31),S100TSVN,49750,E01065,2024-03-31,2024-06-27,化学
株式会社エフピコ,有価証券報告書－第62期(2023/04/01－2024/03/31),S100TSH9,79470,E02412,2024-03-31,2024-06-27,化学
株式会社東京機械製作所,有価証券報告書－第167期(2023/04/01－2024/03/31),S100TNDH,63350,E01539,2024-03-31,2024-06-27,機械
ダイニック株式会社,有価証券報告書－第161期(2023/04/01－2024/03/31),S100TQTJ,35510,E00996,2024-03-31,2024-06-27,繊維製品
京都機械工具株式会社,有価証券報告書－第74期(2023/04/01－2024/03/31),S100TR2C,59660,E01420,2024-03-31,2024-06-27,金属製品
株式会社プロネクサス,有価証券報告書－第80期(2023/04/01－2024/03/31),S100TUVW,78930,E00716,2024-03-31,2024-06-27,その他製品
日本証券金融株式会社,有価証券報告書－第114期(2023/04/01－2024/03/31),S100TV29,85110,E03688,2024-03-31,2024-06-27,その他金融業
株式会社アプラス,有価証券報告書－第15期(2023/04/01－2024/03/31),S100TTRX,,E23224,2024-03-31,2024-06-27,その他金融業
テンアライド株式会社,有価証券報告書－第55期(2023/04/01－2024/03/31),S100TRXO,82070,E03108,2024-03-31,2024-06-27,小売業
ＫＢＣグループホールディングス株式会社,有価証券報告書－第71期(2023/04/01－2024/03/31),S100TPS0,,E04387,2024-03-31,2024-06-27,情報・通信業
株式会社鶴見製作所,有価証券報告書－第73期(2023/04/01－2024/03/31),S100TUTZ,63510,E01662,2024-03-31,2024-06-27,機械
日本電技株式会社,有価証券報告書－第65期(2023/04/01－2024/03/31),S100TRXG,17230,E00313,2024-03-31,2024-06-27,建設業
大室温泉株式会社,有価証券報告書－第65期(2023/04/01－2024/03/31),S100TQCD,,E00045,2024-03-31,2024-06-27,鉱業
極東開発工業株式会社,有価証券報告書－第89期(2023/04/01－2024/03/31),S100TVCX,72260,E02170,2024-03-31,2024-06-27,輸送用機器
東京青果株式会社,有価証券報告書－第82期(2023/04/01－2024/03/31),S100TT2M,,E02597,2024-03-31,2024-06-27,卸売業
西菱電機株式会社,有価証券報告書－第58期(2023/04/01－2024/03/31),S100TUKN,43410,E05262,2024-03-31,2024-06-27,サービス業
株式会社　島津製作所,有価証券報告書－第161期(2023/04/01－2024/03/31),S100TU9A,77010,E02265,2024-03-31,2024-06-27,精密機器
四国ガス株式会社,有価証券報告書－第176期(2023/04/01－2024/03/31),S100TQCV,,E04522,2024-03-31,2024-06-27,電気・ガス業
株式会社島精機製作所,有価証券報告書－第63期(2023/04/01－2024/03/31),S100TVDL,62220,E01531,2024-03-31,2024-06-27,機械
ネットワンシステムズ株式会社,有価証券報告書－第37期(2023/04/01－2024/03/31),S100TV4Q,75180,E04966,2024-03-31,2024-06-27,情報・通信業
リバーエレテック株式会社,有価証券報告書－第79期(2023/04/01－2024/03/31),S100TVQE,66660,E02093,2024-03-31,2024-06-27,電気機器
ＳＥＭＩＴＥＣ株式会社,有価証券報告書－第68期(2023/04/01－2024/03/31),S100TT4H,66260,E25386,2024-03-31,2024-06-27,電気機器
株式会社昭和真空,有価証券報告書－第66期(2023/04/01－2024/03/31),S100TV45,63840,E01719,2024-03-31,2024-06-27,機械
東京インキ株式会社,有価証券報告書－第152期(2023/04/01－2024/03/31),S100TOPW,46350,E00904,2024-03-31,2024-06-27,化学
サンコーテクノ株式会社,有価証券報告書－第60期(2023/04/01－2024/03/31),S100TU6X,34350,E01462,2024-03-31,2024-06-27,金属製品
ジオスター株式会社,有価証券報告書－第55期(2023/04/01－2024/03/31),S100TU9Z,52820,E01206,2024-03-31,2024-06-27,ガラス・土石製品
ＴＡＣ株式会社,有価証券報告書－第41期(2023/04/01－2024/03/31),S100TUDX,43190,E05231,2024-03-31,2024-06-27,サービス業
阪和興業株式会社,有価証券報告書－第77期(2023/04/01－2024/03/31),S100TOKY,80780,E02554,2024-03-31,2024-06-27,卸売業
